exp,id,contrast
0,26113927880199200565234761728,0.08899999999999997
0,26475955286121301473729970176,-0.07199999999999995
0,26501350863347397968869195776,-0.03600000000000003
0,26501887110197598715302117376,-0.03850000000000009
0,26511678199230000005572984832,0.07100000000000006
0,26566004181895600950009135104,0.026499999999999968
0,26663488038463600871228833792,-0.10649999999999993
0,26751014442242299050753785856,0.031000000000000028
0,26787671151060901606465732608,0.050999999999999934
0,26819801922433201464978440192,0.011999999999999955
0,26821940765077698442782834688,0.14700000000000002
0,26831503754014999019547262976,0.137
0,26834162439720600537661440000,0.04949999999999999
0,26841032319297301970344214528,0.40549999999999997
0,26854805599029998558277271552,-0.001000000000000112
0,26865941014467398806492151808,0.17100000000000004
0,26875725892454698912267108352,-0.014000000000000012
0,26916938880343301594617479168,0.0020000000000000018
0,26923864793043600841881157632,0.43599999999999994
0,26944389699983701551544795136,-0.014999999999999902
0,26957199044609602011661336576,0.08099999999999996
0,26957261267309799916737396736,0.11450000000000005
0,26958869415798701356331565056,0.04499999999999993
0,26970743127844298500136239104,0.014499999999999957
0,27007665018291902139638743040,-0.022499999999999964
0,27051074269551897951218958336,0.37700000000000006
0,27063474310059001091054370816,0.26
0,27117817796331298113391165440,0.017000000000000015
0,27126525049966599851988746240,-0.028500000000000192
0,27136047543675501401396477952,0.04499999999999993
0,27143804243674698678234251264,-0.05449999999999988
0,27143906674701600096285360128,0.08400000000000007
0,27144843594957899454182588416,0.019000000000000017
0,27146276685877900673145634816,-0.12950000000000017
0,27155118701157800315694612480,-0.14550000000000018
0,27161787260123600911897460736,-0.039999999999999925
0,27177688633296401156341235712,0.04049999999999976
0,27183505656842199537238933504,-0.008499999999999952
0,27187083168935898739430653952,0.2590000000000001
0,27191478249113201408974258176,-0.028999999999999915
0,27230794737124298876820389888,0.07800000000000007
0,27273715564844399337593110528,0.11850000000000005
0,27279284415189799731866894336,-0.0804999999999999
0,27282162943689500252979593216,0.022500000000000075
0,27287233128429601461159067648,-0.06799999999999995
0,27306015921498600605168435200,-0.03649999999999998
0,27320910471160500814497185792,0.26750000000000007
0,27335850354607998264196202496,0.05800000000000005
0,27350713958336398107793686528,0.04349999999999998
0,27355415798764798596916183040,0.016000000000000014
0,27369868183758299887841574912,0.15300000000000002
0,27381320345345000876135153664,-0.1200000000000001
0,27387530559019400228669227008,-0.1775
0,27404652104631499703583768576,-0.026999999999999913
0,27421950785719698106301284352,0.2829999999999999
0,27429222454408300528333225984,0.1399999999999999
0,27438527733092302104878383104,-0.09350000000000014
0,27449760360904098431966904320,-0.22099999999999986
0,27469026706412599088437526528,0.1319999999999999
0,27479702827043701176510971904,-0.11649999999999983
0,27481678539080401560075763712,-0.27349999999999985
0,27482566193851898581212987392,0.022500000000000075
0,27497002308280701525401010176,-0.019500000000000073
0,27501412217703401346585067520,0.03750000000000003
0,27503703362691802009450840064,0.07350000000000001
0,27518325231410602103676076032,0.0020000000000000018
0,27519571107968500847087714304,0.09949999999999992
0,27524728845817101505150320640,0.04400000000000004
0,27530450138461199990511370240,-0.23199999999999998
0,27533706077622001536161808384,0.015499999999999847
0,27537170155238500498690539520,0.11199999999999999
0,27556671135765602153000861696,-0.02949999999999986
0,27578242769362199298271346688,-0.07299999999999995
0,27578416189980101236225998848,0.14149999999999996
0,27580653705851598942511300608,0.09849999999999992
0,27587722610789401591415832576,-0.03949999999999987
0,27605579435025700199942062080,-0.3560000000000001
0,27605683122619600603470364672,0.09299999999999997
0,27634092804688801965973438464,-0.05049999999999999
0,27638572474440898231075340288,-0.01550000000000007
0,27639130259364798378440392704,0.1030000000000002
0,27639549765615999452532703232,-0.010000000000000009
0,27642433526670298393027280896,0.23299999999999998
0,27643984788233799229887217664,-0.06700000000000006
0,27650124595172199819691163648,-0.009500000000000064
0,27650138561942798084769579008,0.022499999999999964
0,27653678189607399642273677312,0.013000000000000012
0,27653720788186197820841132032,-0.01550000000000007
0,27658372674050500867567648768,0.20599999999999996
0,27661466744572101966509899776,0.014000000000000012
0,27663116287869301475323674624,0.22899999999999987
0,27667559451466400600577540096,-0.01649999999999996
0,27669788647510498268640444416,-0.35550000000000015
0,27671317384829901733485346816,-0.0774999999999999
0,27672556124169400692682784768,0.01100000000000001
0,27675546841210401232110223360,-0.0044999999999999485
0,27677150685449898723693821952,-0.033499999999999974
0,27678813024368299009468530688,-0.011500000000000066
0,27686613733396300934810697728,0.12850000000000006
0,27689824145132598211064627200,0.03550000000000009
0,27689888035844602059303157760,0.032500000000000084
0,27689909284486897971178242048,-0.05049999999999988
0,27690505746602200584236826624,0.10550000000000015
0,27691964717765600820462616576,0.04849999999999999
0,27694586807375599892791558144,0.13100000000000023
0,27695237633725600757652127744,-0.029000000000000137
0,27698065395035399024891920384,0.04200000000000004
0,27699289490324901830015844352,0.034499999999999975
0,27700686567580999179766333440,0.05300000000000005
0,27700825678441099152232284160,0.11499999999999977
0,27701478200288299719306772480,0.025499999999999856
0,27704523298118900887261806592,0.09799999999999998
0,27709014681408300044550930432,0.1289999999999999
0,27710486952323798253963313152,-0.013499999999999956
0,27711205653626301494681665536,-0.014000000000000012
0,27712420388910100687259435008,0.06600000000000006
0,27712689296926500612827250688,-0.010499999999999954
0,27713431220237601406720147456,-0.04150000000000009
0,27715207141373400679953989632,0.11050000000000004
0,27721792897442299077160075264,-0.09450000000000003
0,27722290876858000035320692736,-0.04149999999999998
0,27723525971671199348663779328,0.06300000000000006
0,27725507984175797818630340608,-0.127
0,27726538226948200399422619648,-0.044999999999999984
0,27726781103499601300718354432,-0.028000000000000025
0,27727085598078400003957587968,0.10750000000000015
0,27729349885520899208025997312,-0.02100000000000002
0,27733177703727199423972769792,0.06099999999999994
0,27735806654799001226015932416,0.07050000000000001
0,27736489513461299467660558336,-0.15000000000000013
0,27737805194770399335372816384,-0.19100000000000006
0,27754997316042498670011088896,0.019500000000000073
0,27757473148521701161994027008,0.12749999999999995
0,27770878613611401049635028992,-0.36400000000000005
0,27771256097354000922304315392,0.0724999999999999
0,27771601128595001319964540928,0.06299999999999994
0,27779606194816699579502690304,0.00649999999999995
0,27782700189158699120635936768,-0.19199999999999995
0,27782950704411100101570723840,0.11249999999999982
0,27784081114883398470492749824,0.005499999999999949
0,27784422286231100802000224256,0.018000000000000016
0,27792570572505100719948300288,0.03149999999999997
0,27795842421405800467504562176,0.015000000000000013
0,27799959621646400549541642240,0.014999999999999902
0,27799993031712799799971414016,-0.038000000000000256
0,27800250408464800322336849920,0.2849999999999999
0,27801616568912901774235402240,0.05449999999999999
0,27801644373574200739837771776,0.07299999999999995
0,27801949733681401604717150208,-0.03649999999999998
0,27802736543359699942138445824,0.01100000000000001
0,27803549758740700213484191744,-0.21199999999999997
0,27803554708495801836879478784,0.06500000000000017
0,27803584371349497861594152960,0.03750000000000009
0,27805053901724101065001926656,-0.006500000000000061
0,27806835580500499884463357952,0.16249999999999998
0,27807640006116101394962317312,0.06299999999999994
0,27808175278457399261295280128,0.21950000000000003
0,27815615425585299130379403264,0.03400000000000003
0,27822649557979698996644413440,0.11399999999999988
0,27824248686465101781236973568,0.04899999999999993
0,27828563426076099268417945600,0.2909999999999999
0,27829925111797300094474125312,0.09450000000000003
0,27833952793506199782801014784,0.16349999999999998
0,27853402635574298503744061440,-0.020999999999999963
0,27854741050903798593924104192,-0.014500000000000068
0,27855862830643000114310807552,0.11750000000000005
0,27863963020298899093190606848,0.03300000000000014
0,27865169972857400159471927296,-0.14100000000000001
0,27870301868259901699862298624,0.06249999999999978
1,26113927880199200565234761728,0.04599999999999993
1,26475955286121301473729970176,0.02199999999999991
1,26501350863347397968869195776,-0.0050000000000000044
1,26501887110197598715302117376,0.0
1,26511678199230000005572984832,0.020000000000000018
1,26566004181895600950009135104,-0.05850000000000022
1,26663488038463600871228833792,-0.013999999999999901
1,26751014442242299050753785856,-0.34599999999999986
1,26787671151060901606465732608,0.008499999999999952
1,26819801922433201464978440192,-0.04200000000000004
1,26821940765077698442782834688,0.07200000000000006
1,26831503754014999019547262976,0.07200000000000006
1,26834162439720600537661440000,-0.1655000000000001
1,26841032319297301970344214528,0.0605
1,26854805599029998558277271552,-0.2104999999999999
1,26865941014467398806492151808,-0.3554999999999999
1,26875725892454698912267108352,-0.03400000000000003
1,26916938880343301594617479168,-0.10799999999999998
1,26923864793043600841881157632,0.03449999999999975
1,26944389699983701551544795136,-0.022499999999999853
1,26957199044609602011661336576,0.012499999999999956
1,26957261267309799916737396736,-0.09600000000000009
1,26958869415798701356331565056,0.03600000000000003
1,26970743127844298500136239104,0.030000000000000027
1,27007665018291902139638743040,0.04799999999999993
1,27051074269551897951218958336,0.004999999999999893
1,27063474310059001091054370816,-0.0040000000000000036
1,27117817796331298113391165440,0.11599999999999988
1,27126525049966599851988746240,-0.37050000000000016
1,27136047543675501401396477952,-0.1954999999999999
1,27143804243674698678234251264,-0.027000000000000024
1,27143906674701600096285360128,0.062000000000000055
1,27144843594957899454182588416,0.034499999999999864
1,27146276685877900673145634816,-0.020500000000000074
1,27155118701157800315694612480,-0.05800000000000005
1,27161787260123600911897460736,-0.020500000000000074
1,27177688633296401156341235712,0.07999999999999985
1,27183505656842199537238933504,-0.03399999999999992
1,27187083168935898739430653952,0.2909999999999999
1,27191478249113201408974258176,0.1915
1,27230794737124298876820389888,-0.24449999999999994
1,27273715564844399337593110528,0.04599999999999993
1,27279284415189799731866894336,-0.08199999999999996
1,27282162943689500252979593216,0.061999999999999944
1,27287233128429601461159067648,-0.1279999999999999
1,27306015921498600605168435200,0.09550000000000003
1,27320910471160500814497185792,-0.03499999999999992
1,27335850354607998264196202496,0.01100000000000001
1,27350713958336398107793686528,-0.008999999999999897
1,27355415798764798596916183040,-0.0475000000000001
1,27369868183758299887841574912,0.09499999999999997
1,27381320345345000876135153664,-0.08450000000000002
1,27387530559019400228669227008,-0.16100000000000003
1,27404652104631499703583768576,-0.03600000000000003
1,27421950785719698106301284352,-0.0014999999999999458
1,27429222454408300528333225984,0.008000000000000007
1,27438527733092302104878383104,-0.08199999999999985
1,27449760360904098431966904320,0.04249999999999998
1,27469026706412599088437526528,0.04049999999999998
1,27479702827043701176510971904,-0.28449999999999975
1,27481678539080401560075763712,-0.07299999999999995
1,27482566193851898581212987392,0.08750000000000002
1,27497002308280701525401010176,0.0010000000000000009
1,27501412217703401346585067520,-0.013500000000000068
1,27503703362691802009450840064,0.02849999999999997
1,27518325231410602103676076032,0.03699999999999992
1,27519571107968500847087714304,0.04049999999999987
1,27524728845817101505150320640,-0.009499999999999953
1,27530450138461199990511370240,0.040000000000000036
1,27533706077622001536161808384,0.11299999999999999
1,27537170155238500498690539520,-0.05249999999999988
1,27556671135765602153000861696,0.08050000000000002
1,27578242769362199298271346688,0.025500000000000023
1,27578416189980101236225998848,0.019499999999999962
1,27580653705851598942511300608,-0.10850000000000004
1,27587722610789401591415832576,0.13200000000000012
1,27605579435025700199942062080,-0.18300000000000005
1,27605683122619600603470364672,-0.3905000000000003
1,27634092804688801965973438464,-0.07199999999999984
1,27638572474440898231075340288,0.0045000000000000595
1,27639130259364798378440392704,-0.07350000000000012
1,27639549765615999452532703232,0.03299999999999992
1,27642433526670298393027280896,-0.02100000000000002
1,27643984788233799229887217664,0.07250000000000001
1,27650124595172199819691163648,0.08449999999999991
1,27650138561942798084769579008,0.11399999999999988
1,27653678189607399642273677312,0.006000000000000005
1,27653720788186197820841132032,0.07199999999999995
1,27658372674050500867567648768,0.06849999999999978
1,27661466744572101966509899776,0.057499999999999996
1,27663116287869301475323674624,0.03400000000000003
1,27667559451466400600577540096,0.014000000000000012
1,27669788647510498268640444416,0.10399999999999987
1,27671317384829901733485346816,-0.10599999999999998
1,27672556124169400692682784768,-0.08399999999999985
1,27675546841210401232110223360,-0.06000000000000005
1,27677150685449898723693821952,-0.027499999999999858
1,27678813024368299009468530688,-0.1815000000000001
1,27686613733396300934810697728,0.1319999999999999
1,27689824145132598211064627200,-0.22050000000000003
1,27689888035844602059303157760,-0.10550000000000004
1,27689909284486897971178242048,0.05699999999999994
1,27690505746602200584236826624,0.0535000000000001
1,27691964717765600820462616576,0.038500000000000034
1,27694586807375599892791558144,0.05400000000000005
1,27695237633725600757652127744,0.1994999999999998
1,27698065395035399024891920384,0.014999999999999958
1,27699289490324901830015844352,-0.09799999999999998
1,27700686567580999179766333440,0.05349999999999999
1,27700825678441099152232284160,-0.06099999999999994
1,27701478200288299719306772480,-0.03400000000000003
1,27704523298118900887261806592,0.05999999999999983
1,27709014681408300044550930432,0.1964999999999999
1,27710486952323798253963313152,-0.1100000000000001
1,27711205653626301494681665536,-0.015999999999999903
1,27712420388910100687259435008,0.045500000000000096
1,27712689296926500612827250688,-0.10000000000000009
1,27713431220237601406720147456,-0.10699999999999998
1,27715207141373400679953989632,0.3145
1,27721792897442299077160075264,-0.03149999999999997
1,27722290876858000035320692736,0.11549999999999994
1,27723525971671199348663779328,0.08899999999999997
1,27725507984175797818630340608,0.0044999999999999485
1,27726538226948200399422619648,0.04349999999999998
1,27726781103499601300718354432,0.05900000000000005
1,27727085598078400003957587968,-0.08250000000000002
1,27729349885520899208025997312,-0.11399999999999988
1,27733177703727199423972769792,0.0934999999999997
1,27735806654799001226015932416,0.15549999999999997
1,27736489513461299467660558336,0.09299999999999997
1,27737805194770399335372816384,0.007499999999999951
1,27754997316042498670011088896,-0.08299999999999996
1,27757473148521701161994027008,0.010500000000000065
1,27770878613611401049635028992,-0.03500000000000003
1,27771256097354000922304315392,0.00649999999999995
1,27771601128595001319964540928,0.07850000000000001
1,27779606194816699579502690304,0.05249999999999999
1,27782700189158699120635936768,0.029000000000000137
1,27782950704411100101570723840,0.08850000000000025
1,27784081114883398470492749824,-0.040999999999999925
1,27784422286231100802000224256,0.17999999999999994
1,27792570572505100719948300288,0.09849999999999998
1,27795842421405800467504562176,0.07550000000000001
1,27799959621646400549541642240,0.13849999999999996
1,27799993031712799799971414016,0.24750000000000005
1,27800250408464800322336849920,-0.029999999999999916
1,27801616568912901774235402240,-0.03949999999999998
1,27801644373574200739837771776,0.014000000000000012
1,27801949733681401604717150208,-0.07700000000000007
1,27802736543359699942138445824,-0.0020000000000000018
1,27803549758740700213484191744,0.06399999999999995
1,27803554708495801836879478784,0.1665000000000001
1,27803584371349497861594152960,0.23899999999999988
1,27805053901724101065001926656,0.04449999999999987
1,27806835580500499884463357952,-0.11649999999999994
1,27807640006116101394962317312,0.027000000000000024
1,27808175278457399261295280128,0.09349999999999992
1,27815615425585299130379403264,0.03600000000000003
1,27822649557979698996644413440,-0.07899999999999996
1,27824248686465101781236973568,0.008999999999999897
1,27828563426076099268417945600,-0.02650000000000008
1,27829925111797300094474125312,0.03849999999999998
1,27833952793506199782801014784,0.030999999999999917
1,27853402635574298503744061440,0.10049999999999992
1,27854741050903798593924104192,0.02300000000000002
1,27855862830643000114310807552,-0.17749999999999988
1,27863963020298899093190606848,-0.06000000000000005
1,27865169972857400159471927296,0.022499999999999964
1,27870301868259901699862298624,0.06349999999999989
